"Name","Age_group","1st doses 07 Dec to 13 Dec 2020","1st doses 14 Dec to 20 Dec 2020","1st doses 21 Dec to 27 Dec 2020","1st doses 28 Dec to 03 Jan 2021","1st doses 04 Jan to 10 Jan 2021","1st doses 11 Jan to 17 Jan 2021","1st doses 18 Jan to 24 Jan 2021","1st doses 25 Jan to 31 Jan 2021","1st doses 01 Feb to 07 Feb 2021","1st doses 08 Feb to 14 Feb 2021","1st doses 15 Feb to 21 Feb 2021","1st doses 22 Feb to 28 Feb 2021","1st doses 01 Mar to 07 Mar 2021","1st doses 08 Mar to 14 Mar 2021","1st doses 15 Mar to 21 Mar 2021","1st doses 22 Mar to 28 Mar 2021","1st doses 29 Mar to 04 Apr 2021","1st doses 05 Apr to 11 Apr 2021","1st doses 12 Apr to 18 Apr 2021","1st doses 19 Apr to 25 Apr 2021","1st doses 26 Apr to 02 May 2021","1st doses 03 May to 09 May 2021","1st doses 10 May to 16 May 2021","1st doses 17 May to 23 May 2021","1st doses 24 May to 30 May 2021","1st doses 31 May to 06 Jun 2021","1st doses 07 Jun to 13 Jun 2021","1st doses 14 Jun to 20 Jun 2021","1st doses 21 Jun to 27 Jun 2021","1st doses 28 Jun to 04 Jul 2021","1st doses 05 Jul to 11 Jul 2021","1st doses 12 Jul to 18 Jul 2021","1st doses 19 Jul to 25 Jul 2021","1st doses 26 Jul to 01 Aug 2021","1st doses 02 Aug to 08 Aug 2021","1st doses 09 Aug to 15 Aug 2021","1st doses 16 Aug to 22 Aug 2021","1st doses 23 Aug to 29 Aug 2021","1st doses 30 Aug to 05 Sep 2021","1st doses 06 Sep to 12 Sep 2021","1st doses 13 Sep to 19 Sep 2021","1st doses 20 Sep to 26 Sep 2021","1st doses 27 Sep to 03 Oct 2021","1st doses 04 Oct to 10 Oct 2021","1st doses 11 Oct to 17 Oct 2021","1st doses 18 Oct to 24 Oct 2021","1st doses 25 Oct to 31 Oct 2021","1st doses 01 Nov to 07 Nov 2021","1st doses 08 Nov to 14 Nov 2021","Dose","2nd doses 07 Dec to 13 Dec 2020","2nd doses 14 Dec to 20 Dec 2020","2nd doses 21 Dec to 27 Dec 2020","2nd doses 28 Dec to 03 Jan 2021","2nd doses 04 Jan to 10 Jan 2021","2nd doses 11 Jan to 17 Jan 2021","2nd doses 18 Jan to 24 Jan 2021","2nd doses 25 Jan to 31 Jan 2021","2nd doses 01 Feb to 07 Feb 2021","2nd doses 08 Feb to 14 Feb 2021","2nd doses 15 Feb to 21 Feb 2021","2nd doses 22 Feb to 28 Feb 2021","2nd doses 01 Mar to 07 Mar 2021","2nd doses 08 Mar to 14 Mar 2021","2nd doses 15 Mar to 21 Mar 2021","2nd doses 22 Mar to 28 Mar 2021","2nd doses 29 Mar to 04 Apr 2021","2nd doses 05 Apr to 11 Apr 2021","2nd doses 12 Apr to 18 Apr 2021","2nd doses 19 Apr to 25 Apr 2021","2nd doses 26 Apr to 02 May 2021","2nd doses 03 May to 09 May 2021","2nd doses 10 May to 16 May 2021","2nd doses 17 May to 23 May 2021","2nd doses 24 May to 30 May 2021","2nd doses 31 May to 06 Jun 2021","2nd doses 07 Jun to 13 Jun 2021","2nd doses 14 Jun to 20 Jun 2021","2nd doses 21 Jun to 27 Jun 2021","2nd doses 28 Jun to 04 Jul 2021","2nd doses 05 Jul to 11 Jul 2021","2nd doses 12 Jul to 18 Jul 2021","2nd doses 19 Jul to 25 Jul 2021","2nd doses 26 Jul to 01 Aug 2021","2nd doses 02 Aug to 08 Aug 2021","2nd doses 09 Aug to 15 Aug 2021","2nd doses 16 Aug to 22 Aug 2021","2nd doses 23 Aug to 29 Aug 2021","2nd doses 30 Aug to 05 Sep 2021","2nd doses 06 Sep to 12 Sep 2021","2nd doses 13 Sep to 19 Sep 2021","2nd doses 20 Sep to 26 Sep 2021","2nd doses 27 Sep to 03 Oct 2021","2nd doses 04 Oct to 10 Oct 2021","2nd doses 11 Oct to 17 Oct 2021","2nd doses 18 Oct to 24 Oct 2021","2nd doses 25 Oct to 31 Oct 2021","2nd doses 01 Nov to 07 Nov 2021","2nd doses 08 Nov to 14 Nov 2021"
"Chichester","35-39 years",0.000830679772947529,0.00166135954589506,0.00166135954589506,0.00249203931884259,0.0167520420877752,0.0243666066731275,0.0186902948913194,0.0170289353454243,0.0119064100789146,0.0213207808389866,0.034611657206147,0.0218745673542849,0.0206285476948636,0.00553786515298352,0.0215976740966357,0.0249203931884259,0.0150906825418801,0.00553786515298352,0.00318427246296553,0.00276893257649176,0.00498407863768517,0.00249203931884259,0.088744289076561,0.0873598227883151,0.109095943513775,0.0473487470580091,0.0239512667866537,0.0344732105773224,0.0379343762979371,0.0200747611795653,0.0174442752318981,0.00747611795652776,0.00706077807005399,0.00401495223591306,0.00290737920531635,0.00276893257649176,0.00290737920531635,0.00290737920531635,0.00207669943236882,0.00138446628824588,0.00152291291707047,0.000969126401772117,0.000415339886473764,0.000415339886473764,0.000415339886473764,0.00221514606119341,0.00152291291707047,0.000969126401772117,0.00110757303059671,"Dose 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chichester","35-39 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dose 2",0,0,0,0.000138446628824588,0.000969126401772117,0.000276893257649176,0,0,0,0.000138446628824588,0.000415339886473764,0.00110757303059671,0.00152291291707047,0.0125986432230375,0.00941437076007199,0.020490101066039,0.0153675757995293,0.0166135954589506,0.0142600027689326,0.011075730305967,0.0146753426554063,0.0314273847431815,0.0215976740966357,0.021182334210162,0.0130139831095113,0.00844524435829988,0.0159213623148276,0.0246434999307767,0.0130139831095113,0.0293506853108127,0.0528866122109927,0.0559324380451336,0.0908209885089298,0.0387650560708847,0.0398726291014814,0.0368268032673404,0.0339194240620241,0.0203516544372145,0.0192440814066177,0.018828741520144,0.00899903087359823,0.00539941852415894,0.00595320503945729,0.0034611657206147,0.00332271909179012,0.00429184549356223,0.00332271909179012,0.00387650560708847,0.00124601965942129
"Chichester","30-34 years",0.000519547993245876,0.0016885309780491,0.00181841797636057,0.00272762696454085,0.0170151967788024,0.0196129367450318,0.0218210157163268,0.0157163267956878,0.00909208988180283,0.0192232757500974,0.0268866086504741,0.0206520327315236,0.0172749707754254,0.00740355890375373,0.0175347447720483,0.0183140667619171,0.0115599428497207,0.00363683595272113,0.00454604494090142,0.00220807897129497,0.00272762696454085,0.00181841797636057,0.0100012988699831,0.0596181322249643,0.0488375113651124,0.065073386154046,0.0441615794258995,0.0859851928821925,0.0663722561371607,0.0367580205221457,0.0218210157163268,0.0136381348227042,0.0122093778412781,0.0075334459020652,0.00467593193921288,0.00415638394596701,0.00350694895440966,0.00402649694765554,0.00272762696454085,0.00220807897129497,0.0016885309780491,0.00194830497467204,0.00181841797636057,0.00103909598649175,0.00129886998311469,0.00194830497467204,0.00259773996622938,0.00103909598649175,0.000779321989868814,"Dose 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chichester","30-34 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dose 2",0,0,0,0,0.000649434991557345,0.000129886998311469,0,0,0.000129886998311469,0,0,0.000519547993245876,0.000909208988180283,0.0131185868294584,0.0114300558514093,0.0159761007923107,0.0145473438108845,0.0159761007923107,0.0129886998311469,0.0102610728666061,0.0171450837771139,0.0213014677230809,0.0157163267956878,0.0193531627484089,0.0129886998311469,0.00961163787504871,0.0115599428497207,0.0136381348227042,0.00766333290037667,0.0189635017534745,0.0131185868294584,0.0209118067281465,0.0515651383296532,0.0361085855305884,0.0464995453955059,0.060917002208079,0.056760618262112,0.0327315235744902,0.0359786985322769,0.0328614105728017,0.0176646317703598,0.00844265489024549,0.0100012988699831,0.00428627094427848,0.00493570593583582,0.00467593193921288,0.00441615794258995,0.00402649694765554,0.0020781919729835
"Chichester","25-29 years",0.00055889339108565,0.000838340086628476,0.00265474360765684,0.00195612686879978,0.01285454799497,0.0141120581249127,0.0201201620790834,0.0124353779516557,0.0118764845605701,0.0164873550370267,0.0265474360765684,0.0188626519491407,0.0155092916026268,0.00796423082297052,0.0113175911694844,0.0177448651669694,0.0125751012994271,0.00251502025988543,0.00167668017325695,0.00209585021657119,0.00195612686879978,0.000279446695542825,0.00908201760514182,0.035210283638396,0.0254296492943971,0.00754506077965628,0.0325555400307391,0.0898421126170183,0.1226770993433,0.0673466536258209,0.0445717479390806,0.019980438731312,0.0136928880815984,0.00978063434399888,0.00852312421405617,0.0067067206930278,0.00586838060639933,0.00489031717199944,0.00391225373759955,0.00279446695542825,0.00377253038982814,0.00251502025988543,0.0022355735643426,0.00139723347771413,0.0011177867821713,0.000419170043314238,0.00321363699874249,0.00139723347771413,0.000978063434399888,"Dose 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chichester","25-29 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dose 2",0,0,0,0,0.000838340086628476,0,0,0,0,0,0,0.000419170043314238,0.00055889339108565,0.0106189744306274,0.00642727399748498,0.0141120581249127,0.0134134413860556,0.0136928880815984,0.0113175911694844,0.0114573145172558,0.0149503982115411,0.0222160122956546,0.0155092916026268,0.0138326114293698,0.0099203576917703,0.00726561408411346,0.0118764845605701,0.0146709515159983,0.00461087047645662,0.00628755064971357,0.00852312421405617,0.0136928880815984,0.0347911135950817,0.0115970378650272,0.0224954589911974,0.0549112756741651,0.0715383540589632,0.0618974430627358,0.0507195752410228,0.0427553444180523,0.02473103255554,0.013553164733827,0.01285454799497,0.00768478412742769,0.00824367751851334,0.00586838060639933,0.00586838060639933,0.00530948721531368,0.00503004051977085
"Chichester","18-24 years",0.00030373595221221,0.00050622658702035,0.000911207856636631,0.00070871722182849,0.00425230333097094,0.00921332388377038,0.0131618912625291,0.0105295130100233,0.00678343626607269,0.0141743444365698,0.0198440822111977,0.0126556646755088,0.00941581451857851,0.00637845499645641,0.0119469474536803,0.0161992507846512,0.011541966184064,0.00253113293510175,0.00121494380884884,0.00192366103067733,0.00131618912625291,0.00121494380884884,0.00911207856636631,0.0151867976106105,0.0149843069758024,0.00485977523539536,0.0142755897539739,0.0525463197327124,0.117140832236509,0.152576693327934,0.0847423306672066,0.0366508049002734,0.0262225372076541,0.0154905335628227,0.012959400627721,0.00739090817049711,0.00870709729675003,0.00678343626607269,0.00749215348790118,0.00334109547433431,0.0040498126961628,0.0030373595221221,0.00192366103067733,0.00161992507846512,0.00161992507846512,0.00182241571327326,0.00253113293510175,0.0020249063480814,0.0020249063480814,"Dose 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chichester","18-24 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dose 2",0,0,0,0,0.00020249063480814,0,0,0,0.00010124531740407,0,0.00020249063480814,0.00050622658702035,0.00050622658702035,0.00425230333097094,0.0050622658702035,0.00749215348790118,0.00739090817049711,0.0102257770578111,0.00749215348790118,0.00668219094866862,0.00961830515338666,0.0178191758631163,0.0134656272147413,0.0100232864230029,0.0070871722182849,0.00931456920117445,0.0110357395970436,0.0125544193581047,0.00425230333097094,0.00485977523539536,0.00698592690088083,0.0109344942796396,0.0214640072896629,0.00971955047079073,0.0138706084843576,0.0262225372076541,0.0783638756707502,0.0992204110559887,0.0818062164624886,0.0528500556849246,0.0301711045864129,0.0207552900678344,0.0220714791940873,0.00840336134453781,0.00911207856636631,0.00890958793155817,0.00992204110559887,0.00617596436164827,0.00516351118760757
"Chichester","16-17 years",0,0,0,0,0,0.000396039603960396,0.00237623762376238,0.000792079207920792,0.00118811881188119,0.00554455445544554,0.00316831683168317,0.0130693069306931,0.000792079207920792,0,0.00237623762376238,0.00158415841584158,0.00910891089108911,0.000792079207920792,0.000792079207920792,0.00158415841584158,0.00118811881188119,0.000396039603960396,0.00673267326732673,0.00118811881188119,0.00237623762376238,0.00158415841584158,0.000396039603960396,0.000792079207920792,0.00118811881188119,0.00118811881188119,0.000396039603960396,0.000792079207920792,0.00198019801980198,0.00475247524752475,0.0138613861386139,0.0479207920792079,0.165148514851485,0.134257425742574,0.099009900990099,0.0300990099009901,0.022970297029703,0.017029702970297,0.0162376237623762,0.00910891089108911,0.0138613861386139,0.00514851485148515,0.0146534653465347,0.0110891089108911,0.00673267326732673,"Dose 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chichester","16-17 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dose 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000396039603960396,0.00158415841584158,0,0,0.00237623762376238,0.000792079207920792,0.00198019801980198,0.00594059405940594,0.00316831683168317,0.0106930693069307,0.00396039603960396,0.00237623762376238,0.00158415841584158,0.00118811881188119,0.00237623762376238,0.000396039603960396,0.00396039603960396,0.00356435643564356,0.00237623762376238,0.00198019801980198,0.00158415841584158,0.00158415841584158,0.000792079207920792,0.00118811881188119,0,0.000792079207920792,0,0.000792079207920792,0.00158415841584158,0.00356435643564356,0.00554455445544554,0.0134653465346535,0.0126732673267327,0.015049504950495,0.0095049504950495,0.00435643564356436
"Chichester","12 and over",0.000870463137592913,0.00251751593715597,0.00325996978980875,0.00406216130876693,0.0144991850075525,0.0349123989793393,0.0765324844895416,0.0625197347647616,0.0650201827972589,0.0655236859846901,0.0539943163877487,0.0570409373693239,0.0335298987019859,0.0235025047150087,0.0594475119261984,0.0312854692393688,0.00987378284504903,0.00308929074322191,0.0096860358938035,0.00938734756227652,0.0105735669360551,0.0112733510270612,0.0169825651353912,0.0196622261668046,0.0171959139436247,0.00934467780062981,0.00848274861536624,0.0183650654127446,0.0255677211787095,0.0216762389165294,0.0134153730617261,0.00640046424700672,0.00482168306607839,0.00324290188515007,0.00269672893607216,0.00285887403032967,0.00528251649186288,0.00460833425784484,0.00372933716792258,0.0015531793239403,0.00163851884723372,0.00140810213434148,0.00483875097073708,0.00361839578764113,0.0033709111700902,0.00134836446803608,0.00327703769446744,0.00212495413000623,0.00279913636402427,"Dose 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chichester","12 and over",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dose 2",0,0,0,0.000162145094257503,0.00145930584831753,0.000119475332610792,0.0000938734756227652,0.000119475332610792,0.000059737666305396,0.0000682716186347383,0.000128009284940134,0.000964336613215679,0.00134836446803608,0.0112904189317198,0.0118621937377858,0.0205156213997389,0.0364314424939622,0.0716339958524992,0.057467634985791,0.0548221097636949,0.0570921410832999,0.061282311677007,0.0575529745090844,0.046373496957646,0.0308587716229017,0.0272915795492366,0.0254226439891107,0.0187320253629063,0.0140042157724507,0.0179895715102535,0.0155659290487203,0.014960018433337,0.0185954821256368,0.0096262982274981,0.0101895390812347,0.0131508205395165,0.0179981054625829,0.016530265661936,0.0144821171028939,0.0110429343141689,0.00630659077138395,0.00401095759479088,0.00413896687973101,0.00225296341494636,0.00250044803249729,0.00228709922426373,0.00253458384181466,0.00192013927410201,0.0014337039913295
"Chichester",NA,0,0,0,0,0,0,0,0,0,0.000186358553857622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186358553857622,0.000559075661572866,0.00204994409243384,0.00465896384644055,0.00149086843086098,0.00298173686172195,0.00652254938501677,0.0860976518822214,0.0644800596347372,0.0573984345881476,0.0143496086470369,0.0456578456951174,0.0272083488632128,0.0465896384644055,"Dose 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chichester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dose 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186358553857622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186358553857622,0,0,0.0016772269847186,0,0.000372717107715244
"Crawley","90+ years",0,0.169213973799127,0.00873362445414847,0.115720524017467,0.233624454148472,0.168122270742358,0.125545851528384,0.0480349344978166,0.0262008733624454,0.0120087336244541,0.0120087336244541,0.00982532751091703,0.00873362445414847,0.00218340611353712,0.00873362445414847,0.00327510917030568,0,0,0.00109170305676856,0,0.00218340611353712,0.00109170305676856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218340611353712,0,0.00109170305676856,0,0.00109170305676856,0,0,0.00109170305676856,0,0.00109170305676856,0,0,0,0,"Dose 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crawley","90+ years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dose 2",0,0,0,0,0.15938864628821,0.00327510917030568,0,0,0,0,0.00109170305676856,0,0.0327510917030568,0.00218340611353712,0.126637554585153,0.324235807860262,0.046943231441048,0.0633187772925764,0.0655021834061135,0.0294759825327511,0.0425764192139738,0.0109170305676856,0.00545851528384279,0.0109170305676856,0.00545851528384279,0.0120087336244541,0,0,0,0,0.00109170305676856,0.00109170305676856,0,0.00109170305676856,0,0.00109170305676856,0,0,0,0,0,0.00109170305676856,0.00109170305676856,0,0,0.00109170305676856,0.00109170305676856,0.00109170305676856,0
"Crawley","85-89 years",0.00223048327137546,0.202230483271375,0.00743494423791822,0.138289962825279,0.241635687732342,0.159851301115242,0.100371747211896,0.0319702602230483,0.0230483271375465,0.0133828996282528,0.00669144981412639,0.00446096654275093,0.00148698884758364,0,0.00371747211895911,0.00297397769516729,0.00148698884758364,0.00297397769516729,0.00148698884758364,0.00148698884758364,0,0.00148698884758364,0,0.000743494423791822,0.000743494423791822,0,0,0,0,0,0,0.00148698884758364,0.000743494423791822,0,0,0,0,0,0,0,0,0,0.00148698884758364,0,0,0,0,0,0,"Dose 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crawley","85-89 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dose 2",0,0,0,0,0.195539033457249,0.000743494423791822,0,0,0,0,0,0,0.049814126394052,0.00446096654275093,0.136802973977695,0.304832713754647,0.0490706319702602,0.0736059479553903,0.0468401486988848,0.012639405204461,0.020817843866171,0.0163568773234201,0.00669144981412639,0.00743494423791822,0.00223048327137546,0.00446096654275093,0.00148698884758364,0.000743494423791822,0.00148698884758364,0.00148698884758364,0,0.00223048327137546,0.00223048327137546,0,0,0,0.000743494423791822,0,0,0,0.000743494423791822,0.00148698884758364,0,0.000743494423791822,0,0,0,0.000743494423791822,0
"Crawley","80-84 years",0,0.195892575039494,0.00631911532385466,0.140600315955766,0.234860452869932,0.182201158504476,0.123222748815166,0.023696682464455,0.0168509741969458,0.0110584518167457,0.00737230121116377,0.004739336492891,0.00315955766192733,0.00315955766192733,0.000526592943654555,0.000526592943654555,0.00105318588730911,0,0.00157977883096367,0,0.000526592943654555,0.000526592943654555,0,0,0.000526592943654555,0,0,0,0,0,0.000526592943654555,0.000526592943654555,0,0,0.000526592943654555,0.000526592943654555,0.000526592943654555,0,0,0,0,0,0.000526592943654555,0.000526592943654555,0,0,0.000526592943654555,0,0.000526592943654555,"Dose 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crawley","80-84 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dose 2",0,0,0,0,0.184834123222749,0.00157977883096367,0.000526592943654555,0,0,0,0,0.00105318588730911,0.0531858873091101,0.00684570826750922,0.157977883096367,0.279620853080569,0.0889942074776198,0.0684570826750922,0.0268562401263823,0.0273828330700369,0.0184307530279094,0.0110584518167457,0.00737230121116377,0.00579252238020011,0.004739336492891,0.000526592943654555,0.00210637177461822,0.00105318588730911,0.00105318588730911,0,0.000526592943654555,0.000526592943654555,0.000526592943654555,0.000526592943654555,0.000526592943654555,0.000526592943654555,0,0,0,0,0.000526592943654555,0,0.000526592943654555,0.000526592943654555,0,0,0,0,0.000526592943654555
"Crawley","75-79 years",0,0.000353606789250354,0.000707213578500707,0.00247524752475248,0.237270155586987,0.158769448373409,0.314002828854314,0.122347949080622,0.0724893917963225,0.0130834512022631,0.00884016973125884,0.00565770862800566,0.00247524752475248,0.00106082036775106,0.00176803394625177,0.00247524752475248,0.00247524752475248,0.000353606789250354,0.000353606789250354,0,0.000707213578500707,0.000353606789250354,0,0.000353606789250354,0,0,0,0,0.000353606789250354,0,0,0.000707213578500707,0.000353606789250354,0.000353606789250354,0,0,0,0,0,0,0,0,0.000353606789250354,0,0.000707213578500707,0,0,0.000353606789250354,0.000707213578500707,"Dose 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crawley","75-79 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dose 2",0,0,0,0,0,0,0,0,0,0,0.000353606789250354,0.000353606789250354,0.00884016973125884,0.00318246110325318,0.103606789250354,0.21004243281471,0.236916548797737,0.175742574257426,0.080975954738331,0.0541018387553041,0.0282885431400283,0.0162659123055163,0.00742574257425743,0.00353606789250354,0.00388967468175389,0.00212164073550212,0.00141442715700141,0.00212164073550212,0.000353606789250354,0.000353606789250354,0.00141442715700141,0.000707213578500707,0.000353606789250354,0.000353606789250354,0,0,0.000353606789250354,0.000353606789250354,0,0.000353606789250354,0,0.000353606789250354,0.000353606789250354,0.000353606789250354,0.000353606789250354,0,0,0.000353606789250354,0.000353606789250354
"Crawley","70-74 years",0,0.000708215297450425,0.00236071765816808,0.00212464589235127,0.00377714825306893,0.0108593012275732,0.0679886685552408,0.439565627950897,0.297686496694995,0.0630311614730878,0.0144003777148253,0.0146364494806421,0.00401322001888574,0.00448536355051936,0.00212464589235127,0.00141643059490085,0.00141643059490085,0.000708215297450425,0.000236071765816808,0.000236071765816808,0.000944287063267233,0,0.000472143531633617,0.000708215297450425,0.000472143531633617,0.000708215297450425,0.00141643059490085,0.000236071765816808,0.000944287063267233,0.000472143531633617,0.000472143531633617,0.000236071765816808,0.000472143531633617,0.000236071765816808,0.000472143531633617,0,0.000236071765816808,0,0,0,0,0.000236071765816808,0.000236071765816808,0.000236071765816808,0,0.000472143531633617,0.000236071765816808,0,0,"Dose 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
